corn_1,corn,ears of corn that can be prepared and served for human food <br /> <i>(Example: She got lost in the corn fields)</i>,tall annual cereal grass bearing kernels on large ears: widely cultivated in America in many varieties; the principal cereal in Mexico and Central and South America since pre-Columbian times <br /> <i>(Example: Nebraska's got lots of corn)</i>,(Great Britain) any of various cereal plants (especially the dominant crop of the region--wheat in Great Britain or oats in Scotland and Ireland) <br /> <i>(Example: Have some corn cereal for breakfast)</i>,the dried grains or kernels or corn used as animal feed or ground for meal <br /> <i>(Example: I got to feed the pigs corn)</i>,something sentimental or trite <br /> <i>(Example: That movie was pure corn)</i>,5
cover_1,cover,protect by insurance <br /> <i>(Example: The insurance won't cover this)</i>,"span an interval of distance, space or time <br /> <i>(Example: The period covered the turn of the century)</i>",spread over a surface to conceal or protect <br /> <i>(Example: This paint covers well)</i>,invest with a large or excessive amount of something <br /> <i>(Example: She covered herself with glory)</i>,help out by taking someone's place and temporarily assuming his responsibilities <br /> <i>(Example: She is covering for our secretary who is ill this week)</i>,5
play_7,play,perform music on (a musical instrument) <br /> <i>(Example: He plays the flute)</i>,"contend against an opponent in a sport, game, or battle <br /> <i>(Example: Princeton plays Yale this weekend)</i>",use or move <br /> <i>(Example: I had to play my queen)</i>,"put (a card or piece) into play during a game, or act strategically as if in a card game <br /> <i>(Example: He is playing his cards close to his chest)</i>",employ in a game or in a specific position <br /> <i>(Example: They played him on first base)</i>,5
careful_1,careful,mindful of the future in spending money <br /> <i>(Example: Careful with money)</i>,exercising caution or showing care or attention <br /> <i>(Example: They were careful when crossing the busy street)</i>,cautiously attentive <br /> <i>(Example: Careful of her feelings)</i>,unhurried and with care and dignity <br /> <i>(Example: She was careful and graceful when walking)</i>,full of cares or anxiety <br /> <i>(Example: Thou art careful and troubled about many things)</i>,5
draw_3,draw,direct toward itself or oneself by means of some psychological power or physical attributes <br /> <i>(Example: The store owner was happy that the ad drew in many new customers)</i>,make a mark or lines on a surface <br /> <i>(Example: Draw a line)</i>,"cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense <br /> <i>(Example: The cart was drawn by an ox)</i>",stretch back a bowstring (on an archer's bow) <br /> <i>(Example: The archers were drawing their bows)</i>,get or derive <br /> <i>(Example: He drew great benefits from his membership in the association)</i>,5
pen_1,pen,a portable enclosure in which babies may be left to play <br /> <i>(Example: The toddlers are playing in the pen)</i>,"a writing implement with a point from which ink flows <br /> <i>(Example: Do you have a new pen, mine is out of ink)</i>",female swan <br /> <i>(Example: Look at the pen on the lake)</i>,an enclosure for confining livestock <br /> <i>(Example: You went in the pen with the goats)</i>,a correctional institution for those convicted of major crimes <br /> <i>(Example: He was sentenced to 10 years in the pen)</i>,5
bubbles_1,bubbles,"a hollow globule of gas (e.g., air or carbon dioxide) <br /> <i>(Example: That pig wants to have a bath with bubbles)</i>",a dome-shaped covering made of transparent glass or plastic <br /> <i>(Example: The bar was in a bubble on the lawn at the party)</i>,an impracticable and illusory idea <br /> <i>(Example: He didn't want to burst the newcomer's bubble)</i>,a speculative scheme that depends on unstable factors that the planner cannot control <br /> <i>(Example: Don't you think this plan is a bit of a bubble?)</i>,,4
giraffe_1,giraffe,tallest living quadruped; having a spotted coat and small horns and very long neck and legs; of savannahs of tropical Africa <br /> <i>(Example: We need a giraffe to watch over them because giraffes have long necks)</i>,,,,,1
go_2,go,"change location; move, travel, or proceed, also metaphorically <br /> <i>(Example: How fast does your new car go?)</i>",progress by being changed <br /> <i>(Example: The speech has to go through several more drafts)</i>,be or continue to be in a certain condition <br /> <i>(Example: They will go hungry)</i>,have a turn; make one's move in a game <br /> <i>(Example: Can I go now?)</i>,be abolished or discarded <br /> <i>(Example: These ugly billboards have to go!)</i>,5
head_1,head,a dense cluster of flowers or foliage <br /> <i>(Example: A head of cauliflower)</i>,(grammar) the word in a grammatical constituent that plays the same grammatical role as the whole constituent <br /> <i>(Example: The head of the sentence is ungrammatical)</i>,the front of a military formation or procession <br /> <i>(Example: The head of the column advanced boldly)</i>,the educator who has executive authority for a school <br /> <i>(Example: She sent unruly pupils to see the head teacher)</i>,a single domestic animal <br /> <i>(Example: 200 head of cattle)</i>,5
splash_1,splash,dash a liquid upon or against <br /> <i>(Example: The mother splashed the baby's face with water)</i>,"cause (a liquid) to spatter about, especially with force <br /> <i>(Example: She splashed the water around her)</i>",walk through mud or mire <br /> <i>(Example: We had to splash across the wet meadow)</i>,soil or stain with a splashed liquid <br /> <i>(Example: The sauce splashed his white shirt)</i>,make a splashing sound <br /> <i>(Example: Water was splashing on the floor)</i>,5
nose_1,nose,a natural skill <br /> <i>(Example: He has a nose for good deals)</i>,"a projecting spout from which a fluid is discharged <br /> <i>(Example: Uncap the nose, so I can squirt the ketchup)</i>",a symbol of inquisitiveness <br /> <i>(Example: Keep your nose out of it)</i>,a small distance <br /> <i>(Example: My horse lost the race by a nose)</i>,the organ of smell and entrance to the respiratory tract; the prominent part of the face of man or other mammals <br /> <i>(Example: He has a cold in the nose)</i>,5
bear_1,bear,massive plantigrade carnivorous or omnivorous mammals with long shaggy coats and strong claws <br /> <i>(Example: We saw a polar bear at the zoo)</i>,"an investor with a pessimistic market outlook; an investor who expects prices to fall and so sells now in order to buy later at a lower price <br /> <i>(Example: Jake is such a bear, he always profit when the market falls)</i>",,,,2
run_8,run,change from one state to another <br /> <i>(Example: Run amok)</i>,"reduce or cause to be reduced from a solid to a liquid state, usually by heating <br /> <i>(Example: Run butter)</i>","flee; take to one's heels; cut and run <br /> <i>(Example: If you see this man, run!)</i>",set animals loose to graze <br /> <i>(Example: I let the cows out to run)</i>,cause something to pass or lead somewhere <br /> <i>(Example: Run the wire behind the cabinet)</i>,5
shoulder_1,shoulder,the part of a garment that covers or fits over the shoulder <br /> <i>(Example: An ornamental gold braid on the shoulder of his uniform)</i>,the part of the body between the neck and the upper arm <br /> <i>(Example: Rest your head on my shoulder)</i>,a ball-and-socket joint between the head of the humerus and a cavity of the scapula <br /> <i>(Example: I hurt my shoulder during a fall)</i>,a narrow edge of land (usually unpaved) along the side of a road <br /> <i>(Example: The car pulled off onto the shoulder)</i>,a cut of meat including the upper joint of the foreleg <br /> <i>(Example: Pork shoulder would be perfect for this dish)</i>,5
yellow_1,yellow,of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk <br /> <i>(Example: That bannana isn't yellow enough to be ripe)</i>,changed to a yellowish color by age <br /> <i>(Example: Yellowed parchment)</i>,typical of tabloids <br /> <i>(Example: Yellow press)</i>,affected by jaundice which causes yellowing of skin etc <br /> <i>(Example: His liver is going bad so he's going yellow)</i>,easily frightened <br /> <i>(Example: He's too yellow to go skydiving)</i>,5
break_4,break,invalidate by judicial action <br /> <i>(Example: The will was broken)</i>,become separated into pieces or fragments <br /> <i>(Example: The figurine broke)</i>,emerge from the surface of a body of water <br /> <i>(Example: The whales broke)</i>,cause the failure or ruin of <br /> <i>(Example: This play will either make or break the playwright)</i>,"act in disregard of laws, rules, contracts, or promises <br /> <i>(Example: Break a law)</i>",5
sad_1,sad,experiencing or showing sorrow or unhappiness <br /> <i>(Example: Feeling sad because his dog had died)</i>,of things that make you feel sad <br /> <i>(Example: Sad news)</i>,bad; unfortunate <br /> <i>(Example: Her clothes were in sad shape)</i>,,,3
penny_1,penny,a coin worth one-hundredth of the value of the basic unit <br /> <i>(Example: You're going to need some pennies for your shopping aren't you)</i>,a fractional monetary unit of Ireland and the United Kingdom; equal to one hundredth of a pound <br /> <i>(Example: I'd like fifty pennies for that ice cream please)</i>,,,,2
drink_1,drink,any liquid suitable for drinking <br /> <i>(Example: Do you need a drink? Maybe some water?)</i>,any large deep body of water <br /> <i>(Example: He jumped into the drink and had to be rescued)</i>,the act of drinking alcoholic beverages to excess <br /> <i>(Example: Drink was his downfall)</i>,the act of swallowing <br /> <i>(Example: He took a drink of his beer and smacked his lips)</i>,a single serving of a beverage <br /> <i>(Example: I asked for a hot drink)</i>,5
cold_2,cold,extended meanings; especially of psychological coldness; without human warmth or emotion <br /> <i>(Example: A cold unfriendly nod)</i>,lacking originality or spontaneity; no longer new <br /> <i>(Example: The relationship turned cold)</i>,having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration <br /> <i>(Example: A cold climate)</i>,sexually unresponsive <br /> <i>(Example: Was cold to his advances)</i>,marked by errorless familiarity <br /> <i>(Example: Had her lines cold before rehearsals started)</i>,5
dryer_1,dryer,an appliance that removes moisture <br /> <i>(Example: You got a washing machine and dryer didn't you)</i>,,,,,1
sidewalk_1,sidewalk,walk consisting of a paved area for pedestrians; usually beside a street or roadway <br /> <i>(Example: Stay on the sidewalk and never go in the street)</i>,,,,,1
climb_1,climb,increase in value or to a higher point <br /> <i>(Example: Prices climbed steeply)</i>,"move with difficulty, by grasping <br /> <i>(Example: He's gonna to climb on top of the buildings)</i>",slope upward <br /> <i>(Example: The path climbed all the way to the top of the hill)</i>,go up or advance <br /> <i>(Example: Sales were climbing after prices were lowered)</i>,improve one's social status <br /> <i>(Example: This young man knows how to climb the social ladder)</i>,5
hat_1,hat,headdress that protects the head from bad weather; has shaped crown and usually a brim <br /> <i>(Example: Oh its raining and I forgot your hat)</i>,an informal term for a person's role <br /> <i>(Example: He took off his politician's hat and talked frankly)</i>,,,,2
bad_3,bad,nonstandard <br /> <i>(Example: So-called bad grammar)</i>,feeling or expressing regret or sorrow or a sense of loss over something done or undone <br /> <i>(Example: He felt bad about breaking the vase)</i>,very intense <br /> <i>(Example: A bad headache)</i>,having undesirable or negative qualities <br /> <i>(Example: A bad report card)</i>,,4
sled_1,sled,a vehicle mounted on runners and pulled by horses or dogs; for transportation over snow <br /> <i>(Example: They don't even need a sled they just go on their belly)</i>,,,,,1
shake_2,shake,move back and forth or sideways <br /> <i>(Example: The tall building shook)</i>,"stir the feelings, emotions, or peace of <br /> <i>(Example: These stories shook the community)</i>",bring to a specified condition by or as if by shaking <br /> <i>(Example: He was shaken from his dreams)</i>,"shake (a body part) to communicate a greeting, feeling, or cognitive state <br /> <i>(Example: Shake one's head)</i>",,4
arm_1,arm,a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb <br /> <i>(Example: Please give me your arm)</i>,the part of a garment that is attached at the armhole and that provides a cloth covering for the arm <br /> <i>(Example: She wiped it off with the arm of her coat)</i>,the part of an armchair or sofa that supports the elbow and forearm of a seated person <br /> <i>(Example: Did you bash your head on the chair arm?)</i>,any projection that is thought to resemble a human arm <br /> <i>(Example: The arm of the record player)</i>,any instrument or instrumentality used in fighting or hunting <br /> <i>(Example: Right to bear arms)</i>,5
refrigerator_1,refrigerator,white goods in which food can be stored at low temperatures <br /> <i>(Example: I put it back in the refrigerator because it's looking like you're not going to eat it)</i>,,,,,1
drive_5,drive,"force into or from an action or state, either physically or metaphorically <br /> <i>(Example: He drives me mad)</i>",cause to move rapidly by striking or throwing with force <br /> <i>(Example: Drive the ball far out into the field)</i>,,,,2
eye_1,eye,attention to what is seen <br /> <i>(Example: He tried to catch her eye)</i>,the organ of sight <br /> <i>(Example: Ow you poked my eye)</i>,a small hole or loop (as in a needle) <br /> <i>(Example: The thread wouldn't go through the eye)</i>,an area that is approximately central within some larger region <br /> <i>(Example: They were in the eye of the storm)</i>,good discernment (either visually or as if visually) <br /> <i>(Example: She has an eye for fresh talent)</i>,5
pretend_1,pretend,put forward a claim and assert right or possession of <br /> <i>(Example: Pretend the title of King)</i>,state insincerely <br /> <i>(Example: She pretended not to have known the suicide bomber)</i>,make believe with the intent to deceive <br /> <i>(Example: He pretended he was a rich man)</i>,"put forward, of a guess, in spite of possible refutation <br /> <i>(Example: I cannot pretend to say that you are wrong)</i>","represent fictitiously, as in a play, or pretend to be or act like <br /> <i>(Example: Let's pretend they're building a city over here)</i>",5
mouth_2,mouth,a person conceived as a consumer of food <br /> <i>(Example: He has four mouths to feed)</i>,the opening of a jar or bottle <br /> <i>(Example: The jar had a wide mouth)</i>,the externally visible part of the oral cavity on the face and the system of organs surrounding the opening <br /> <i>(Example: She wiped lipstick from her mouth)</i>,,,3
think_2,think,focus one's attention on a certain state <br /> <i>(Example: Think thin)</i>,be capable of conscious thought <br /> <i>(Example: Man is the only creature that thinks)</i>,bring into a given condition by mental preoccupation <br /> <i>(Example: She thought herself into a state of panic over the final exam)</i>,judge or regard; look upon; judge <br /> <i>(Example: I think he is very smart)</i>,"use or exercise the mind or one's power of reason in order to make inferences, decisions, or arrive at a solution or judgments <br /> <i>(Example: I've been thinking all day and getting nowhere)</i>",5
pretend_2,pretend,behave unnaturally or affectedly <br /> <i>(Example: She's just pretending)</i>,,,,,1
grapes_1,grapes,any of various juicy fruit of the genus Vitis with green or purple skins; grow in clusters <br /> <i>(Example: We have grape juice and we have cranberry juice)</i>,a cluster of small projectiles fired together from a cannon to produce a hail of shot <br /> <i>(Example: Grape was used both in land and naval warfare)</i>,any of numerous woody vines of genus Vitis bearing clusters of edible berries <br /> <i>(Example: Go pick the fruits off the grape vine)</i>,,,3
show_1,show,provide evidence for <br /> <i>(Example: The blood test showed that he was the father)</i>,give an exhibition of to an interested audience <br /> <i>(Example: She shows her dogs frequently)</i>,make visible or noticeable <br /> <i>(Example: She showed her talent for cooking)</i>,"indicate a place, direction, person, or thing; either spatially or figuratively <br /> <i>(Example: I showed the customer the glove section)</i>",indicate a certain reading; of gauges and instruments <br /> <i>(Example: The thermometer showed thirteen degrees below zero)</i>,5
work_4,work,arrive at a certain condition through repeated motion <br /> <i>(Example: The stitches of the hem worked loose after she wore the skirt many times)</i>,go sour or spoil <br /> <i>(Example: The wine worked)</i>,cause to work <br /> <i>(Example: He is working his servants hard)</i>,"gratify and charm, usually in order to influence <br /> <i>(Example: The political candidate worked the crowds)</i>",behave in a certain way when handled <br /> <i>(Example: This dough does not work easily)</i>,5
dance_1,dance,"skip, leap, or move up and down or sideways <br /> <i>(Example: The children danced with joy)</i>",move in a graceful and rhythmical way <br /> <i>(Example: The young girl danced into the room)</i>,move in a pattern; usually to musical accompaniment; do or perform a dance <br /> <i>(Example: My husband and I like to dance at home to the radio)</i>,,,3
button_1,button,any of various plant parts that resemble buttons <br /> <i>(Example: My mom loves button flowers)</i>,a round fastener sewn to shirts and coats etc to fit through buttonholes <br /> <i>(Example: Her button popped off)</i>,a round flat badge displaying information and suitable for pinning onto a garment <br /> <i>(Example: They passed out campaign buttons for their candidate)</i>,a device that when pressed will release part of a mechanism <br /> <i>(Example: Push the button and it pops up)</i>,any artifact that resembles a button <br /> <i>(Example: Press the pause button)</i>,5
bucket_1,bucket,the quantity contained in a bucket <br /> <i>(Example: You want to draw buckets of water?)</i>,"a roughly cylindrical vessel that is open at the top <br /> <i>(Example: Those are pails or buckets, you can call them either a pail or a bucket)</i>",,,,2
hit_2,hit,"make a strategic, offensive, assault against an enemy, opponent, or a target <br /> <i>(Example: We must hit the enemy's oil fields)</i>","produce by manipulating keys or strings of musical instruments, also metaphorically <br /> <i>(Example: She hit the C note)</i>","reach a destination, either real or abstract <br /> <i>(Example: We hit Detroit by noon)</i>","deal a blow to, either with the hand or with an instrument <br /> <i>(Example: He hit her hard in the face)</i>","hit with a missile from a weapon <br /> <i>(Example: I'm hit, leave me here)</i>",5
go_4,go,be spent <br /> <i>(Example: All my money goes to food and rent)</i>,stop operating or functioning <br /> <i>(Example: The engine is gonna go)</i>,have a particular form <br /> <i>(Example: As the saying goes)</i>,give support (to) or make a choice (of) one out of a group or number <br /> <i>(Example: Which candidate are you going for?)</i>,"lead, extend, or afford access <br /> <i>(Example: This door goes to the basement)</i>",5
have_1,have,suffer from; be ill with <br /> <i>(Example: She has arthritis)</i>,be confronted with <br /> <i>(Example: What do we have here?)</i>,have as a feature <br /> <i>(Example: She has a nice voice)</i>,undergo (as of injuries and illnesses) <br /> <i>(Example: He had an insulin shock after eating three candy bars)</i>,"serve oneself to, or consume regularly <br /> <i>(Example: Have another bowl of chicken soup!)</i>",5
carry_5,carry,have or possess something abstract <br /> <i>(Example: I carry her image in my mind's eye)</i>,capture after a fight <br /> <i>(Example: The troops carried the town after a brief fight)</i>,have on hand <br /> <i>(Example: Do you carry kerosene heaters?)</i>,"include, as on a list <br /> <i>(Example: How many people are carried on the payroll?)</i>",propel or give impetus to <br /> <i>(Example: The sudden gust of air carried the ball to the other side of the fence)</i>,5
head_2,head,a person who is in charge <br /> <i>(Example: The head of the whole operation)</i>,that part of a skeletal muscle that is away from the bone that it moves <br /> <i>(Example: The head of my shoulder bone hurts everytime I move my arm)</i>,the length or height based on the size of a human or animal head <br /> <i>(Example: He is two heads taller than his little sister)</i>,a rounded compact mass <br /> <i>(Example: The head of a comet)</i>,oral stimulation of the genitals <br /> <i>(Example: They say he gives good head)</i>,5
milk_1,milk,a white nutritious liquid secreted by mammals and used as food by human beings <br /> <i>(Example: Did you remember to get milk and eggs?)</i>,produced by mammary glands of female mammals for feeding their young <br /> <i>(Example: Somebody's getting some milk out of the goat's udder)</i>,any of several nutritive milklike liquids <br /> <i>(Example: Here's your soy milk)</i>,a river that rises in the Rockies in northwestern Montana and flows eastward to become a tributary of the Missouri River <br /> <i>(Example: The milk river is beautiful this time of year)</i>,,4
make_1,make,achieve a point or goal <br /> <i>(Example: She made 29 points that day)</i>,proceed along a path <br /> <i>(Example: Make one's way into the forest)</i>,create or manufacture a man-made product <br /> <i>(Example: You wanted me to make the money out of construction paper)</i>,"engage in <br /> <i>(Example: Make love, not war)</i>",change from one form into another <br /> <i>(Example: Make water into wine)</i>,5
head_6,head,a natural elevation (especially a rocky one that juts out into the sea) <br /> <i>(Example: Standing at the head lands gave a beautiful view)</i>,a membrane that is stretched taut over a drum <br /> <i>(Example: He beat the head of his drum)</i>,the top of something <br /> <i>(Example: The head of the stairs)</i>,a difficult juncture <br /> <i>(Example: Matters came to a head yesterday)</i>,an individual person <br /> <i>(Example: Tickets are $5 per head)</i>,5
sick_2,sick,having a strong distaste from surfeit <br /> <i>(Example: Sick of it all)</i>,(of light) lacking in intensity or brightness; dim or feeble <br /> <i>(Example: The sick light of a half moon)</i>,,,,2
soft_2,soft,tolerant or lenient <br /> <i>(Example: Too soft on the children)</i>,compassionate and kind; conciliatory <br /> <i>(Example: He was soft on his children)</i>,easily hurt <br /> <i>(Example: Soft hands)</i>,having little impact <br /> <i>(Example: A soft (or light) tapping at the window)</i>,out of condition; not strong or robust; incapable of exertion or endurance <br /> <i>(Example: He was too soft for the army)</i>,5
push_2,push,"make strenuous pushing movements during birth to expel the baby <br /> <i>(Example: `Now push hard,' said the doctor to the woman)</i>","press, drive, or impel (someone) to action or completion of an action <br /> <i>(Example: He pushed her to finish her doctorate)</i>",press against forcefully without moving <br /> <i>(Example: She pushed against the wall with all her strength)</i>,"exert oneself continuously, vigorously, or obtrusively to gain an end or engage in a crusade for a certain cause or person; be an advocate for <br /> <i>(Example: The liberal party pushed for reforms)</i>",move strenuously and with effort <br /> <i>(Example: The crowd pushed forward)</i>,5
beads_1,beads,a beaded molding for edging or decorating furniture <br /> <i>(Example: The chair leg has ornate gold beading)</i>,a small ball with a hole through the middle <br /> <i>(Example: I lost the bead on my necklace)</i>,several beads threaded together on a string <br /> <i>(Example: The kids are stringing the beads)</i>,a shape that is spherical and small <br /> <i>(Example: Beads of sweat on his forehead)</i>,,4
pull_1,pull,cause to move by pulling <br /> <i>(Example: Pull a sled)</i>,move into a certain direction <br /> <i>(Example: The car pulls to the right)</i>,strain abnormally <br /> <i>(Example: I pulled a muscle in my leg when I jumped up)</i>,direct toward itself or oneself by means of some psychological power or physical attributes <br /> <i>(Example: The ad pulled in many potential customers)</i>,take sides with; align oneself with; show strong sympathy for <br /> <i>(Example: I'm pulling for the underdog)</i>,5
heavy_3,heavy,sharply inclined <br /> <i>(Example: A heavy grade)</i>,slow and laborious because of weight <br /> <i>(Example: The heavy tread of tired troops)</i>,made of fabric having considerable thickness <br /> <i>(Example: A heavy coat)</i>,lacking lightness or liveliness <br /> <i>(Example: Heavy humor)</i>,large and powerful; especially designed for heavy loads or rough work <br /> <i>(Example: A heavy truck)</i>,5
keys_3,keys,a generic term for any device whose possession entitles the holder to a means of access <br /> <i>(Example: A safe-deposit box usually requires two keys to open it)</i>,any of 24 major or minor diatonic scales that provide the tonal framework for a piece of music <br /> <i>(Example: The key of E minor)</i>,metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated <br /> <i>(Example: Did you remember the keys?)</i>,,,3
dry_1,dry,not producing milk <br /> <i>(Example: A dry cow)</i>,having no adornment or coloration <br /> <i>(Example: Dry facts)</i>,unproductive especially of the expected results <br /> <i>(Example: A dry run)</i>,opposed to or prohibiting the production and sale of alcoholic beverages <br /> <i>(Example: The dry vote led by preachers and bootleggers)</i>,used of solid substances in contrast with liquid ones <br /> <i>(Example: Dry weight)</i>,5
get_2,get,apprehend and reproduce accurately <br /> <i>(Example: She got the mood just right in her photographs)</i>,grasp with the mind or develop an understanding of <br /> <i>(Example: Did you get it?)</i>,"succeed in catching or seizing, especially after a chase <br /> <i>(Example: They're trying to get the fox)</i>",receive a specified treatment (abstract) <br /> <i>(Example: I got nothing but trouble)</i>,purchase <br /> <i>(Example: What did you get at the toy store?)</i>,5
kick_2,kick,"spring back, as from a forceful thrust <br /> <i>(Example: The gun kicked back into my shoulder)</i>",thrash about or strike out with the feet <br /> <i>(Example: Let's not kick that honey)</i>,kick a leg up <br /> <i>(Example: Kick your leggy out)</i>,,,3
pull_3,pull,hit in the direction that the player is facing when carrying through the swing <br /> <i>(Example: Pull the ball)</i>,rein in to keep from winning a race <br /> <i>(Example: Pull a horse)</i>,"remove, usually with some force or effort; also used in an abstract sense <br /> <i>(Example: Pull weeds)</i>",take away <br /> <i>(Example: Pull the old soup cans from the supermarket shelf)</i>,steer into a certain direction <br /> <i>(Example: Pull one's horse to a stand)</i>,5
pool_1,pool,any of various games played on a pool table having 6 pockets <br /> <i>(Example: We played pool at the bar)</i>,a small body of standing water (rainwater) or other liquid <br /> <i>(Example: The body lay in a pool of blood)</i>,an excavation that is (usually) filled with water <br /> <i>(Example: Do you have a pool in your backyard?)</i>,any communal combination of funds <br /> <i>(Example: Everyone contributed to the pool)</i>,an organization of people or resources that can be shared <br /> <i>(Example: A car pool)</i>,5
sauce_1,sauce,flavorful relish or dressing or topping served as an accompaniment to food <br /> <i>(Example: Bella's got to make some some sauce to go with the spaghetti)</i>,,,,,1
pudding_1,pudding,any of various soft sweet desserts thickened usually with flour and baked or boiled or steamed <br /> <i>(Example: I don't think you've ever had chocolate pudding)</i>,(British) the dessert course of a meal (`pud' is used informally) <br /> <i>(Example: The other evening you had two cakes for your pudding)</i>,any of various soft thick unsweetened baked dishes <br /> <i>(Example: Corn pudding)</i>,,,3
wash_3,wash,"cleanse with a cleaning agent, such as soap, and water <br /> <i>(Example: Wash the towels, please!)</i>",clean with some chemical process <br /> <i>(Example: Wash with detergent)</i>,to cleanse (itself or another animal) by licking <br /> <i>(Example: The cat washes several times a day)</i>,,,3
get_6,get,cause to move; cause to be in a certain position or condition <br /> <i>(Example: He got a girl into trouble)</i>,irritate <br /> <i>(Example: Her childish behavior really get to me)</i>,go through (mental or physical states or experiences) <br /> <i>(Example: Get an idea)</i>,acquire as a result of some effort or action <br /> <i>(Example: You cannot get water out of a stone)</i>,reach and board <br /> <i>(Example: She got the bus just as it was leaving)</i>,5
