watch_2,watch,the period during which someone (especially a guard) is on duty <br /> <i>(Example: I'll take first watch)</i>,,,,,1
pancake_1,pancake,a flat cake of thin batter fried on both sides on a griddle <br /> <i>(Example: Who else wants a pancake fresh off the griddle)</i>,,,,,1
can_1,can,airtight sealed metal container for food or drink or paint etc. <br /> <i>(Example: Can of coke)</i>,a buoy with a round bottom and conical top <br /> <i>(Example: There are cans near the shore to signal navigation)</i>,the quantity contained in a can <br /> <i>(Example: I ate a can of beans)</i>,the fleshy part of the human body that you sit on <br /> <i>(Example: He deserves a good kick in the can)</i>,a plumbing fixture for defecation and urination <br /> <i>(Example: I have to hit the can)</i>,5
paper_2,paper,a material made of cellulose pulp derived mainly from wood or rags or certain grasses <br /> <i>(Example: Oh you ripped the paper)</i>,a medium for written communication <br /> <i>(Example: The notion of an office running without paper is absurd)</i>,,,,2
ladder_1,ladder,steps consisting of two parallel members connected by rungs; for climbing up or down <br /> <i>(Example: Don't fall off the ladder please)</i>,ascending stages by which somebody or something can progress <br /> <i>(Example: He climbed the career ladder)</i>,a row of unravelled stitches <br /> <i>(Example: She got a ladder in her stocking)</i>,,,3
talk_1,talk,"reveal information <br /> <i>(Example: If you don't oblige me, I'll talk!)</i>",express in speech <br /> <i>(Example: She talks a lot of nonsense)</i>,exchange thoughts; talk with <br /> <i>(Example: We often talk business)</i>,deliver a lecture or talk <br /> <i>(Example: She will talk at Rutgers next week)</i>,use language <br /> <i>(Example: The baby talks already)</i>,5
nuts_1,nuts,usually large hard-shelled seed <br /> <i>(Example: He's allergic to tree nuts)</i>,one of the two male reproductive glands that produce spermatozoa and secrete androgens <br /> <i>(Example: She kicked him in the nuts and got away)</i>,someone who is so ardently devoted to something that it resembles an addiction <br /> <i>(Example: They are nuts about poker)</i>,a whimsically eccentric person <br /> <i>(Example: He is a nut)</i>,a small (usually square or hexagonal) metal block with internal screw thread to be fitted onto a bolt <br /> <i>(Example: It's missing half the nuts and bolts)</i>,5
game_1,game,your occupation or line of work <br /> <i>(Example: He's in the plumbing game)</i>,an amusement or pastime <br /> <i>(Example: They played word games)</i>,(tennis) a division of play during which one player serves <br /> <i>(Example: This is a game point)</i>,the game equipment needed in order to play a particular game <br /> <i>(Example: The child received several games for his birthday)</i>,a secret scheme to do something (especially something underhand or illegal) <br /> <i>(Example: I saw through his little game from the start)</i>,5
salt_1,salt,white crystalline form of especially sodium chloride used to season and preserve food <br /> <i>(Example: Did you add salt to this?)</i>,negotiations between the United States and the Union of Soviet Socialist Republics opened in 1969 in Helsinki designed to limit both countries' stock of nuclear weapons <br /> <i>(Example: Full scale SALT negotiations began in November 1969)</i>,the taste experience when common salt is taken into the mouth <br /> <i>(Example: This just tastes like salt)</i>,,,3
button_2,button,an electrical switch operated by pressing <br /> <i>(Example: The elevator was operated by push buttons)</i>,,,,,1
cover_5,cover,play a higher card than the one previously played <br /> <i>(Example: Smith covered again)</i>,cover as if with a shroud <br /> <i>(Example: The origins of this civilization are covered in mystery)</i>,act on verbally or in some form of artistic expression <br /> <i>(Example: The course covered all of Western Civilization)</i>,provide with a covering or cause to be covered <br /> <i>(Example: Cover her face with a handkerchief)</i>,hide from view or knowledge <br /> <i>(Example: The President covered the fact that he bugged the offices in the White House)</i>,5
say_3,say,utter aloud <br /> <i>(Example: What were you gonna say sweetie?)</i>,,,,,1
plate_2,plate,a main course served on a plate <br /> <i>(Example: A vegetable plate)</i>,any flat platelike body structure or part <br /> <i>(Example: He broke his chest plate in a car accident)</i>,a flat sheet of metal or glass on which a photographic image can be recorded <br /> <i>(Example: Photographic plates preceded photographic film as a target medium in photography)</i>,a dental appliance that artificially replaces missing teeth <br /> <i>(Example: My grandma got a new set of plates)</i>,dish on which food is served or from which food is eaten <br /> <i>(Example: How about Mommy helps you finish eating what you have on your plate?)</i>,5
cloud_1,cloud,a visible mass of water or ice particles suspended at a considerable altitude <br /> <i>(Example: The rain cloud was fluffy and white)</i>,"any collection of particles (e.g., smoke or dust) or gases that is visible <br /> <i>(Example: There is a cloud of smoke in the sky)</i>",suspicion affecting your reputation <br /> <i>(Example: After that mistake he was under a cloud)</i>,out of touch with reality <br /> <i>(Example: His head was in the clouds)</i>,a group of many things in the air or on the ground <br /> <i>(Example: Clouds of blossoms)</i>,5
tractor_1,tractor,a truck that has a cab but no body; used for pulling large trailers or vans <br /> <i>(Example: He is pulling a van with his tractor)</i>,a wheeled vehicle with large wheels; used in farming and other applications <br /> <i>(Example: The farm boy rode on his tractor)</i>,,,,2
bread_1,bread,food made from dough of flour or meal and usually raised with yeast or baking powder and then baked <br /> <i>(Example: Do you want bread and jam or a couple letter cookies?)</i>,informal terms for money <br /> <i>(Example: Let's get this bread)</i>,,,,2
carry_7,carry,behave in a certain manner <br /> <i>(Example: She carried herself well)</i>,pass on a communication <br /> <i>(Example: The news was carried to every village in the province)</i>,include as the content; broadcast or publicize <br /> <i>(Example: This paper carries a restaurant review)</i>,transmit or serve as the medium for transmission <br /> <i>(Example: The airwaves carry the sound)</i>,pursue a line of scent or be a bearer <br /> <i>(Example: The dog was taught to fetch and carry)</i>,5
stick_2,stick,informal terms for the leg <br /> <i>(Example: Fever left him weak on his sticks)</i>,a long implement (usually made of wood) that is shaped so that hockey or polo players can hit a puck or ball <br /> <i>(Example: I got a new hockey stick)</i>,a lever used by a pilot to control the ailerons and elevators of an airplane <br /> <i>(Example: The stick trigger was stuck)</i>,,,3
play_4,play,behave carelessly or indifferently <br /> <i>(Example: Play about with a young girl's affection)</i>,cause to emit recorded audio or video <br /> <i>(Example: I'll play you my favorite record)</i>,participate in games or sport <br /> <i>(Example: We played hockey all afternoon)</i>,shoot or hit in a particular manner <br /> <i>(Example: She played a good backhand last night)</i>,use to one's advantage <br /> <i>(Example: She plays on her clients' emotions)</i>,5
comb_1,comb,the act of drawing a comb through hair <br /> <i>(Example: His hair needed a comb)</i>,a flat device with narrow pointed teeth on one edge; disentangles or arranges hair <br /> <i>(Example: Now get your comb and your razor and all your styling supplies)</i>,any of several tools for straightening fibers <br /> <i>(Example: There are special combs for animal grooming)</i>,the fleshy red crest on the head of the domestic fowl and other gallinaceous birds <br /> <i>(Example: The turkey's comb)</i>,,4
face_1,face,a vertical surface of a building or cliff <br /> <i>(Example: This face of the building is unfinished)</i>,a specific size and style of type within a type family <br /> <i>(Example: I prefer bold face font)</i>,the feelings expressed on a person's face <br /> <i>(Example: An angry face)</i>,impudent aggressiveness <br /> <i>(Example: I couldn't believe her face)</i>,a part of a person that is used to refer to a person <br /> <i>(Example: He looked out at a roomful of faces)</i>,5
orange_1,orange,any citrus tree bearing oranges <br /> <i>(Example: I have an orange tree in my garden)</i>,a river in South Africa that flows generally westward to the Atlantic Ocean <br /> <i>(Example: The Orange river is beautiful this time of year)</i>,orange color or pigment; any of a range of colors between red and yellow <br /> <i>(Example: Did you ever see an orange kitty?)</i>,any pigment producing the orange color <br /> <i>(Example: The paint is orange)</i>,round yellow to orange fruit of any of several citrus trees <br /> <i>(Example: On friday he ate through five oranges and he was still hungry)</i>,5
make_3,make,to compose or represent: <br /> <i>(Example: This makes a fine introduction)</i>,calculate as being <br /> <i>(Example: I make the height about 100 feet)</i>,reach in time <br /> <i>(Example: We barely made the plane)</i>,"organize or be responsible for <br /> <i>(Example: Have, throw, or make a party)</i>","represent fictitiously, as in a play, or pretend to be or act like <br /> <i>(Example: She makes like an actress)</i>",5
motorcycle_1,motorcycle,a motor vehicle with two wheels and a strong frame <br /> <i>(Example: There's a man on a motorcycle)</i>,,,,,1
see_3,see,accompany or escort <br /> <i>(Example: I'll see you to the door)</i>,go or live through <br /> <i>(Example: He saw action in Viet Nam)</i>,"get to know or become aware of, usually accidentally <br /> <i>(Example: I see that you have been promoted)</i>",go to see for a social visit <br /> <i>(Example: I went to see my friend Mary the other day)</i>,"observe, check out, and look over carefully or inspect <br /> <i>(Example: I must see your passport before you can enter the country)</i>",5
penis_1,penis,the male organ of copulation (`member' is a euphemism) <br /> <i>(Example: You have a penis)</i>,,,,,1
applesauce_1,applesauce,nonsensical talk or writing <br /> <i>(Example: The baby talks applesauce)</i>,puree of stewed apples usually sweetened and spiced <br /> <i>(Example: I made some homemade applesauce)</i>,,,,2
sick_1,sick,feeling nausea; feeling about to vomit <br /> <i>(Example: Lily's stomach lurched she felt sick)</i>,"deeply affected by a strong feeling <br /> <i>(Example: Sat completely still, sick with envy)</i>","affected by an impairment of normal physical or mental function <br /> <i>(Example: A lotta people have been sick all winter though, we were lucky)</i>",shockingly repellent; inspiring horror <br /> <i>(Example: Sick tortures conceived by madmen)</i>,"affected with madness or insanity <br /> <i>(Example: I can't believe you did that, you're sick)</i>",5
pony_1,pony,a small glass adequate to hold a single swallow of whiskey <br /> <i>(Example: I found my first pony in an antique magazine)</i>,an informal term for a racehorse <br /> <i>(Example: He liked to bet on the ponies)</i>,a range horse of the western United States <br /> <i>(Example: We have a pony in our ranch)</i>,any of various breeds of small gentle horses usually less than five feet high at the shoulder <br /> <i>(Example: Hospitals can be scary so the Shetland pony miniature horse mix brings fun and comfort to sick kids)</i>,,4
gentle_2,gentle,marked by moderate steepness <br /> <i>(Example: A gentle slope)</i>,having little impact <br /> <i>(Example: Gentle rain)</i>,,,,2
white_2,white,(of coffee) having cream or milk added <br /> <i>(Example: Do you want your coffee white or black?)</i>,restricted to whites only <br /> <i>(Example: Under segregation there were even white restrooms and white drinking fountains)</i>,marked by the presence of snow <br /> <i>(Example: A white Christmas)</i>,(of a surface) not written or printed on <br /> <i>(Example: Wide white margins)</i>,anemic looking from illness or emotion <br /> <i>(Example: Lips white with terror)</i>,5
sprinkler_1,sprinkler,mechanical device that attaches to a garden hose for watering lawn or garden <br /> <i>(Example: Sprinkler does make things wet we're giving the plants water)</i>,,,,,1
good_1,good,tending to promote physical well-being; beneficial to health <br /> <i>(Example: A good night's sleep)</i>,agreeable or pleasing <br /> <i>(Example: We all had a good time)</i>,not left to spoil <br /> <i>(Example: The meat is still good)</i>,resulting favorably <br /> <i>(Example: It's a good thing that I wasn't there)</i>,thorough <br /> <i>(Example: Had a good workout)</i>,5
bicycle_1,bicycle,a wheeled vehicle that has two wheels and is moved by foot pedals <br /> <i>(Example: Do you want to learn to ride a bicycle?)</i>,,,,,1
moose_1,moose,large northern deer with enormous flattened antlers in the male; called `elk' in Europe and `moose' in North America <br /> <i>(Example: I'll ride on a moose they're used to the snow)</i>,,,,,1
tongue_2,tongue,a mobile mass of muscular tissue covered with mucous membrane and located in the oral cavity <br /> <i>(Example: Giraffes have very long tongues)</i>,the flap of material under the laces of a shoe or boot <br /> <i>(Example: The tonge of your shoe is all flipped around)</i>,,,,2
cold_3,cold,(color) giving no sensation of warmth <br /> <i>(Example: A cold bluish grey)</i>,"of a seeker; far from the object sought <br /> <i>(Example: Playing Hot and Cold, he only got colder)</i>",having lost freshness through passage of time <br /> <i>(Example: A cold trail)</i>,,,3
juice_1,juice,energetic vitality <br /> <i>(Example: Her creative juices were flowing)</i>,electric current <br /> <i>(Example: When the wiring was finished they turned on the juice)</i>,any of several liquids of the body <br /> <i>(Example: Digestive juices)</i>,the liquid part that can be extracted from plant or animal tissue by squeezing or cooking <br /> <i>(Example: Would you like orange juice?)</i>,,4
stand_3,stand,withstand the force of something <br /> <i>(Example: Stand the test of time)</i>,be available for stud services <br /> <i>(Example: The champion horse will stand next month)</i>,,,,2
head_4,head,the foam or froth that accumulates at the top when you pour an effervescent liquid into a container <br /> <i>(Example: The beer had a large head of foam)</i>,forward movement <br /> <i>(Example: The ship made little headway against the gale)</i>,a line of text serving to indicate what the passage below it is about <br /> <i>(Example: The heading seemed to have little to do with the text)</i>,the part in the front or nearest the viewer <br /> <i>(Example: He was at the head of the column)</i>,the striking part of a tool <br /> <i>(Example: The head of the hammer)</i>,5
clean_1,clean,exhibiting or calling for sportsmanship or fair play <br /> <i>(Example: A clean fight)</i>,free from dirt or impurities; or having clean habits <br /> <i>(Example: Children with clean shining faces)</i>,free of drugs <br /> <i>(Example: After a long dependency on heroin she has been clean for 4 years)</i>,morally pure <br /> <i>(Example: Led a clean life)</i>,free from sepsis or infection <br /> <i>(Example: A clean (or uninfected) wound)</i>,5
stay_1,stay,dwell <br /> <i>(Example: You can stay with me while you are in town)</i>,stay the same; remain in a certain state <br /> <i>(Example: Stay alone)</i>,stop or halt <br /> <i>(Example: Please stay the bloodshed!)</i>,stay put (in a certain place) <br /> <i>(Example: We are staying in Detroit; we are not moving to Cincinnati)</i>,remain behind <br /> <i>(Example: I had to stay at home and watch the children)</i>,5
cloud_2,cloud,a cause of worry or gloom or trouble <br /> <i>(Example: The only cloud on the horizon was the possibility of dissent by the French)</i>,,,,,1
dump_1,dump,fall abruptly <br /> <i>(Example: Should we dump all the pieces out)</i>,throw away as refuse <br /> <i>(Example: No dumping in these woods!)</i>,"sever all ties with, usually unceremoniously or irresponsibly <br /> <i>(Example: The company dumped him after many years of service)</i>",knock down with force <br /> <i>(Example: He dumped his opponent)</i>,sell at artificially low prices <br /> <i>(Example: We try not to dump our books)</i>,5
tree_1,tree,a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms <br /> <i>(Example: Be careful while climbing the tree)</i>,a figure that branches from a single root <br /> <i>(Example: Genealogical tree)</i>,,,,2
car_1,car,a wheeled vehicle adapted to the rails of railroad <br /> <i>(Example: Three cars had jumped the rails)</i>,a conveyance for passengers or freight on a cable railway <br /> <i>(Example: They took a cable car to the top of the mountain)</i>,where passengers ride up and down <br /> <i>(Example: The car was on the top floor)</i>,a motor vehicle with four wheels; usually propelled by an internal combustion engine <br /> <i>(Example: He needs a car to get to work)</i>,the compartment that is suspended from an airship and that carries personnel and the cargo and the power plant <br /> <i>(Example: The car of the airship)</i>,5
nail_1,nail,horny plate covering and protecting part of the dorsal surface of the digits <br /> <i>(Example: You love those nail clippers)</i>,"a thin pointed piece of metal that is hammered into materials as a fastener <br /> <i>(Example: Get her some wood, a hammer, and nails)</i>",a former unit of length for cloth equal to 1/16 of a yard <br /> <i>(Example: I just need a nail of fabric for my hem tape)</i>,,,3
draw_4,draw,"pass over, across, or through <br /> <i>(Example: Those ducks better watch out so the bicycles don't run them over)</i>",suck in or take (air) <br /> <i>(Example: Draw a deep breath)</i>,remove (a commodity) from (a supply source) <br /> <i>(Example: She drew $2000 from the account)</i>,contract <br /> <i>(Example: The material drew after it was washed in hot water)</i>,remove the entrails of <br /> <i>(Example: Draw a chicken)</i>,5
hear_1,hear,"get to know or become aware of, usually accidentally <br /> <i>(Example: I heard you found the cookie jar)</i>",listen and pay attention <br /> <i>(Example: We must hear the expert before we make a decision)</i>,examine or hear (evidence or a case) by judicial process <br /> <i>(Example: The jury had heard all the evidence)</i>,perceive (sound) via the auditory sense <br /> <i>(Example: I can hear you!)</i>,receive a communication from someone <br /> <i>(Example: We heard nothing from our son for five years)</i>,5
ice_1,ice,a rink with a floor of ice for ice hockey or ice skating <br /> <i>(Example: The crowd applauded when she skated out onto the ice)</i>,an amphetamine derivative (trade name Methedrine) used in the form of a crystalline hydrochloride; used as a stimulant to the nervous system and as an appetite suppressant <br /> <i>(Example: Do you have any ice?)</i>,diamonds <br /> <i>(Example: Look at the ice on that dame!)</i>,the frozen part of a body of water <br /> <i>(Example: Land sheets of ice called glaciers move and carry rocks and dirt with them)</i>,a frozen dessert with fruit flavoring (especially one containing no milk) <br /> <i>(Example: Do you want cherry shaved ice?)</i>,5
build_2,build,improve the cleansing action of <br /> <i>(Example: Build detergents)</i>,form or accumulate steadily <br /> <i>(Example: Pressure is building up at the Indian-Pakistani border)</i>,"order, supervise, or finance the construction of <br /> <i>(Example: The government is building new schools in this state)</i>",be engaged in building <br /> <i>(Example: These architects build in interesting and new styles)</i>,develop and grow <br /> <i>(Example: Suspense was building right from the beginning of the opera)</i>,5
give_3,give,endure the loss of <br /> <i>(Example: He gave his life for his children)</i>,inflict as a punishment <br /> <i>(Example: The judge gave me 10 years)</i>,"place into the hands or custody of <br /> <i>(Example: Give me the spoon, please)</i>",convey or reveal information <br /> <i>(Example: Give one's name)</i>,perform for an audience <br /> <i>(Example: Pollini is giving another concert in New York)</i>,5
hand_2,hand,the (prehensile) extremity of the superior limb <br /> <i>(Example: He had the hands of a surgeon)</i>,a round of applause to signify approval <br /> <i>(Example: Give the little lady a great big hand)</i>,a unit of length equal to 4 inches; used in measuring horses <br /> <i>(Example: The horse stood 20 hands)</i>,a member of the crew of a ship <br /> <i>(Example: All hands on deck)</i>,physical assistance <br /> <i>(Example: Give me a hand with the chores)</i>,5
build_1,build,make by combining materials and parts <br /> <i>(Example: He built our house)</i>,build or establish something abstract <br /> <i>(Example: Build a reputation)</i>,found or ground <br /> <i>(Example: Build a defense on nothing but the accused person's reputation)</i>,"give form to, according to a plan <br /> <i>(Example: Build a modern nation)</i>",bolster or strengthen <br /> <i>(Example: Build up confidence)</i>,5
listen_1,listen,pay close attention to; give heed to <br /> <i>(Example: Listen to the advice of old men)</i>,listen and pay attention <br /> <i>(Example: Listen to your father)</i>,hear with intention <br /> <i>(Example: Listen to the sound of this cello)</i>,,,3
run_7,run,be diffused <br /> <i>(Example: These dyes and colors are guaranteed not to run)</i>,progress by being changed <br /> <i>(Example: Run through your presentation before the meeting)</i>,"pass over, across, or through <br /> <i>(Example: Those ducks better watch out so the bicycles don't run them over)</i>",extend or continue for a certain period of time <br /> <i>(Example: The film runs 5 hours)</i>,cause an animal to move fast <br /> <i>(Example: Run the dogs)</i>,5
carry_4,carry,be necessarily associated with or result in or involve <br /> <i>(Example: This crime carries a penalty of five years in prison)</i>,have with oneself; have on one's person <br /> <i>(Example: I always carry money)</i>,"transfer (a number, cipher, or remainder) to the next column or unit's place before or after, in addition or multiplication <br /> <i>(Example: Put down 5 and carry 2)</i>",take further or advance <br /> <i>(Example: Carry a cause)</i>,"propel, <br /> <i>(Example: Carry the ball)</i>",5
book_2,book,a compilation of the known facts regarding something or someone <br /> <i>(Example: His name is in all the record books)</i>,a written version of a play or other dramatic composition; used in preparing for a performance <br /> <i>(Example: We need to be off book by Thursday)</i>,a number of sheets (ticket or stamps etc.) bound together on one edge <br /> <i>(Example: He bought a book of stamps)</i>,a major division of a long written composition <br /> <i>(Example: The book of Isaiah)</i>,a record in which commercial accounts are recorded <br /> <i>(Example: They got a subpoena to examine our books)</i>,5
spoon_1,spoon,as much as a spoon will hold <br /> <i>(Example: He added two spoons of sugar)</i>,formerly a golfing wood with an elevated face <br /> <i>(Example: A spoon has a cupped club face)</i>,a piece of cutlery with a shallow bowl-shaped container and a handle; used to stir or serve or take up food <br /> <i>(Example: I think when you're eating soup it might be easier to use the spoon)</i>,,,3
broken_1,broken,topographically very uneven <br /> <i>(Example: Broken terrain)</i>,imperfectly spoken or written <br /> <i>(Example: Broken English)</i>,physically and forcibly separated into pieces or cracked or split <br /> <i>(Example: A broken mirror)</i>,discontinuous <br /> <i>(Example: Broken clouds)</i>,tamed or trained to obey <br /> <i>(Example: A horse broken to the saddle)</i>,5
