study_name,participant_id,qualtrics_code,aoa,full_question,group,field,lemma,num_senses,prompt,definition,example,sense_name,example_source,notes,Num_WN_Examples,orig_aoa
pro_pilot,pro_pilot_3,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_3,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_4,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_4,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_4,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_5,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_5,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_5,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_6,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_6,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_6,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_7,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_7,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_7,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_8,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_8,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_8,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_9,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_9,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_9,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_10,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_10,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_10,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_11,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_11,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_11,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_12,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_12,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_12,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_13,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_13,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_13,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_14,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_14,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_14,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_15,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_15,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_15,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_16,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_16,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_16,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_17,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_17,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_17,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_18,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_18,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_18,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_19,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_19,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_19,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_21,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_22,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
pro_pilot,pro_pilot_25,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_1,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_1,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_1,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_2,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_2,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_2,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_3,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_3,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_3,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
